candidate_id,action_type,task_id,activity_id,activity_name,wbs_path,category,current_remaining_days,proposed_remaining_days,nominal_reduction_days,individual_shadow_gain_days,confidence,risk,priority_score,strategy,validation,resource_names,relationship,notes
UML-0124,DURATION_COMPRESSION,238364,CON-B01-4TH-1020,"Shuttering for Walls, Col. & Cores (B01) (4th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 4th   Floor,learned_cluster_1,7.0,6.3,0.7,0.7,high,medium,75.368,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0116,DURATION_COMPRESSION,238350,CON-B01-2ND-1060,"Pouring for Slabs, Beams & Stairs (B01) (2nd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 2nd   Floor,learned_cluster_1,3.0,2.4,0.6,0.6,high,medium,71.026,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0132,DURATION_COMPRESSION,237964,CON-B01-BAS02-1130,Pouring for Slabs & Beams (B01) (Bas 02),ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Substructure > Basement 2,learned_cluster_1,2.0,1.4,0.6,0.6,high,high,70.539,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0041,DURATION_COMPRESSION,238341,CON-B01-1ST-1060,"Pouring for Slabs, Beams & Stairs (B01) (1st)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 1st  Floor,learned_cluster_1,3.0,2.4,0.6,0.6,high,medium,70.487,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0045,DURATION_COMPRESSION,238035,CON-B01-BAS01-1110,Pouring for Slabs & Beams (B01) (Bas 01),ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Substructure > Basement 1,learned_cluster_1,2.0,1.4,0.6,0.6,high,high,70.013,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0098,DURATION_COMPRESSION,238359,CON-B01-3RD-1060,"Pouring for Slabs, Beams & Stairs (B01) (3rd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 3rd   Floor,learned_cluster_1,3.0,2.4,0.6,0.6,high,medium,69.566,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0072,DURATION_COMPRESSION,238030,CON-B01-BAS01-1030,"Pouring for Walls, Col. & Cores (B01) (Bas 01)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Substructure > Basement 1,learned_cluster_1,2.0,1.4,0.6,0.6,high,high,69.211,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0005,DURATION_COMPRESSION,238368,CON-B01-4TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (4th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 4th   Floor,learned_cluster_1,3.0,2.4,0.6,0.6,high,medium,69.105,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0030,DURATION_COMPRESSION,238377,CON-B01-5TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (5th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 5th  Floor,learned_cluster_1,2.0,1.4,0.6,0.6,high,high,68.645,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0036,DURATION_COMPRESSION,238314,CON-B01-6TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (6th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 6th   Floor,learned_cluster_1,2.0,1.4,0.6,0.6,high,high,68.184,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0123,DURATION_COMPRESSION,238323,CON-B01-7TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (7th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 7th   Floor,learned_cluster_1,2.0,1.4,0.6,0.6,high,high,67.855,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0093,DURATION_COMPRESSION,238347,CON-B01-2ND-1030,"Pouring for Walls, Col. & Cores (B01) (2nd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 2nd   Floor,learned_cluster_1,2.0,1.4,0.6,0.6,high,high,67.224,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0087,DURATION_COMPRESSION,238356,CON-B01-3RD-1030,"Pouring for Walls, Col. & Cores (B01) (3rd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 3rd   Floor,learned_cluster_1,2.0,1.4,0.6,0.6,high,high,66.763,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0114,DURATION_COMPRESSION,238332,CON-B01-8TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (8th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 8th   Floor,learned_cluster_1,2.0,1.4,0.6,0.6,high,high,66.526,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0023,DURATION_COMPRESSION,237966,CON-B01-BAS02-1120,"Curing for Slabs, Beams, Ramps & Stairs (B01) (Bas 02)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Substructure > Basement 2,learned_cluster_1,3.0,2.4,0.6,0.6,high,medium,66.474,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0015,DURATION_COMPRESSION,238365,CON-B01-4TH-1030,"Pouring for Walls, Col. & Cores (B01) (4th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 4th   Floor,learned_cluster_1,2.0,1.4,0.6,0.6,high,high,66.303,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0108,DURATION_COMPRESSION,238777,HO-1000,Demobilization,ROYA-BIG PROJECT PHASE01 (B1-4) > Handover > Handover Works,learned_cluster_0,2.0,1.4,0.6,0.6,high,high,66.066,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Labor,,Project-local semantic cluster 0; no project-specific activity dictionary used.
UML-0078,DURATION_COMPRESSION,238374,CON-B01-5TH-1030,"Pouring for Walls, Col. & Cores (B01) (5th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 5th  Floor,learned_cluster_1,2.0,1.4,0.6,0.6,high,high,65.842,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0018,DURATION_COMPRESSION,238311,CON-B01-6TH-1030,"Pouring for Walls, Col. & Cores (B01) (6th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 6th   Floor,learned_cluster_1,2.0,1.4,0.6,0.6,high,high,65.382,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0103,DURATION_COMPRESSION,238373,CON-B01-5TH-1020,"Shuttering for Walls, Col. & Cores (B01) (5th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 5th  Floor,learned_cluster_1,6.0,5.4,0.6,0.6,high,medium,64.908,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0088,DURATION_COMPRESSION,238310,CON-B01-6TH-1020,"Shuttering for Walls, Col. & Cores (B01) (6th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 6th   Floor,learned_cluster_1,6.0,5.4,0.6,0.6,high,medium,64.447,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0119,DURATION_COMPRESSION,238333,CON-B01-8TH-1070,"Curing for Slabs, Beams & Stairs (B01) (8th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 8th   Floor,learned_cluster_1,3.0,2.4,0.6,0.6,high,medium,63.461,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0056,DURATION_COMPRESSION,238315,CON-B01-6TH-1070,"Curing for Slabs, Beams & Stairs (B01) (6th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 6th   Floor,learned_cluster_1,3.0,2.4,0.6,0.6,high,medium,63.118,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0002,DURATION_COMPRESSION,238324,CON-B01-7TH-1070,"Curing for Slabs, Beams & Stairs (B01) (7th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 7th   Floor,learned_cluster_1,3.0,2.4,0.6,0.6,high,medium,62.789,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0101,DURATION_COMPRESSION,238387,CON-B01-9TH-1070,"Curing for Slabs, Beams  (B01) (RF)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > Roof Floor,learned_cluster_1,3.0,2.4,0.6,0.6,high,medium,62.263,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Labor,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0159,FAST_TRACK_OVERLAP,238350,CON-B01-2ND-1060,"Pouring for Slabs, Beams & Stairs (B01) (2nd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 2nd   Floor,learned_cluster_1,3.0,3.0,0.54,0.54,low,high,37.8,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-2ND-1050 -> CON-B01-2ND-1060 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0164,FAST_TRACK_OVERLAP,238359,CON-B01-3RD-1060,"Pouring for Slabs, Beams & Stairs (B01) (3rd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 3rd   Floor,learned_cluster_1,3.0,3.0,0.54,0.54,low,high,37.8,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-3RD-1050 -> CON-B01-3RD-1060 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0169,FAST_TRACK_OVERLAP,238368,CON-B01-4TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (4th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 4th   Floor,learned_cluster_1,3.0,3.0,0.54,0.54,low,high,37.8,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-4TH-1050 -> CON-B01-4TH-1060 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0180,FAST_TRACK_OVERLAP,238341,CON-B01-1ST-1060,"Pouring for Slabs, Beams & Stairs (B01) (1st)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 1st  Floor,learned_cluster_1,3.0,3.0,0.54,0.54,low,high,37.8,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-1ST-1050 -> CON-B01-1ST-1060 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0190,FAST_TRACK_OVERLAP,238027,CON-B01-BAS01-1000,"Scaffolding works for Walls, Col. & Cores (B01) (Bas 01)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Substructure > Basement 1,learned_cluster_1,7.0,7.0,0.54,0.54,low,high,37.8,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-BAS02-1120 -> CON-B01-BAS01-1000 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0192,FAST_TRACK_OVERLAP,238344,CON-B01-2ND-1000,"Scaffolding works for Walls, Col. & Cores (B01) (2nd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 2nd   Floor,learned_cluster_1,5.0,5.0,0.54,0.54,low,high,37.8,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-1ST-1060 -> CON-B01-2ND-1000 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0194,FAST_TRACK_OVERLAP,238353,CON-B01-3RD-1000,"Scaffolding works for Walls, Col. & Cores (B01) (3rd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 3rd   Floor,learned_cluster_1,5.0,5.0,0.54,0.54,low,high,37.8,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-2ND-1060 -> CON-B01-3RD-1000 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0196,FAST_TRACK_OVERLAP,238362,CON-B01-4TH-1000,"Scaffolding works for Walls, Col. & Cores (B01) (4th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 4th   Floor,learned_cluster_1,5.0,5.0,0.54,0.54,low,high,37.8,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-3RD-1060 -> CON-B01-4TH-1000 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0198,FAST_TRACK_OVERLAP,238371,CON-B01-5TH-1000,"Scaffolding works for Walls, Col. & Cores (B01) (5th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 5th  Floor,learned_cluster_1,3.0,3.0,0.54,0.54,low,high,37.8,ML candidate: test partial workfront release/overlap across this FS handoff.,Approve only when the predecessor/successor are physically divisible and safe to overlap; convert to valid native P6 logic after field review.,,CON-B01-4TH-1060 -> CON-B01-5TH-1000 (FS),"Algorithmic hypothesis; exact CPM gain calculated, constructability remains a human/P6 control."
UML-0147,LAG_OPTIMIZATION,238311,CON-B01-6TH-1030,"Pouring for Walls, Col. & Cores (B01) (6th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 6th   Floor,learned_cluster_1,2.0,2.0,0.5,0.5,medium,medium,45.0,ML candidate: reduce a positive relationship lag after verifying its physical/contractual basis; prefer replacing hidden waiting time with explicit logic when appropriate.,"Do not reduce any mandatory technical, contractual, regulatory or acceptance waiting requirement without project evidence.",,"CON-B01-6TH-1020 -> CON-B01-6TH-1030 (PR_FS, 1.00d)",Generated from native relationship statistics.
UML-0191,LAG_OPTIMIZATION,238344,CON-B01-2ND-1000,"Scaffolding works for Walls, Col. & Cores (B01) (2nd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 2nd   Floor,learned_cluster_1,5.0,5.0,0.5,0.5,medium,medium,45.0,ML candidate: reduce a positive relationship lag after verifying its physical/contractual basis; prefer replacing hidden waiting time with explicit logic when appropriate.,"Do not reduce any mandatory technical, contractual, regulatory or acceptance waiting requirement without project evidence.",,"CON-B01-1ST-1060 -> CON-B01-2ND-1000 (PR_FS, 1.00d)",Generated from native relationship statistics.
UML-0193,LAG_OPTIMIZATION,238353,CON-B01-3RD-1000,"Scaffolding works for Walls, Col. & Cores (B01) (3rd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 3rd   Floor,learned_cluster_1,5.0,5.0,0.5,0.5,medium,medium,45.0,ML candidate: reduce a positive relationship lag after verifying its physical/contractual basis; prefer replacing hidden waiting time with explicit logic when appropriate.,"Do not reduce any mandatory technical, contractual, regulatory or acceptance waiting requirement without project evidence.",,"CON-B01-2ND-1060 -> CON-B01-3RD-1000 (PR_FS, 1.00d)",Generated from native relationship statistics.
UML-0195,LAG_OPTIMIZATION,238362,CON-B01-4TH-1000,"Scaffolding works for Walls, Col. & Cores (B01) (4th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 4th   Floor,learned_cluster_1,5.0,5.0,0.5,0.5,medium,medium,45.0,ML candidate: reduce a positive relationship lag after verifying its physical/contractual basis; prefer replacing hidden waiting time with explicit logic when appropriate.,"Do not reduce any mandatory technical, contractual, regulatory or acceptance waiting requirement without project evidence.",,"CON-B01-3RD-1060 -> CON-B01-4TH-1000 (PR_FS, 1.00d)",Generated from native relationship statistics.
UML-0197,LAG_OPTIMIZATION,238371,CON-B01-5TH-1000,"Scaffolding works for Walls, Col. & Cores (B01) (5th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 5th  Floor,learned_cluster_1,3.0,3.0,0.5,0.5,medium,medium,45.0,ML candidate: reduce a positive relationship lag after verifying its physical/contractual basis; prefer replacing hidden waiting time with explicit logic when appropriate.,"Do not reduce any mandatory technical, contractual, regulatory or acceptance waiting requirement without project evidence.",,"CON-B01-4TH-1060 -> CON-B01-5TH-1000 (PR_FS, 1.00d)",Generated from native relationship statistics.
UML-0131,DURATION_COMPRESSION,237964,CON-B01-BAS02-1130,Pouring for Slabs & Beams (B01) (Bas 02),ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Substructure > Basement 2,learned_cluster_1,2.0,1.6,0.4,0.4,high,medium,50.539,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0044,DURATION_COMPRESSION,238035,CON-B01-BAS01-1110,Pouring for Slabs & Beams (B01) (Bas 01),ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Substructure > Basement 1,learned_cluster_1,2.0,1.6,0.4,0.4,high,medium,50.013,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0071,DURATION_COMPRESSION,238030,CON-B01-BAS01-1030,"Pouring for Walls, Col. & Cores (B01) (Bas 01)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Substructure > Basement 1,learned_cluster_1,2.0,1.6,0.4,0.4,high,medium,49.211,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0029,DURATION_COMPRESSION,238377,CON-B01-5TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (5th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 5th  Floor,learned_cluster_1,2.0,1.6,0.4,0.4,high,medium,48.645,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0035,DURATION_COMPRESSION,238314,CON-B01-6TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (6th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 6th   Floor,learned_cluster_1,2.0,1.6,0.4,0.4,high,medium,48.184,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0122,DURATION_COMPRESSION,238323,CON-B01-7TH-1060,"Pouring for Slabs, Beams & Stairs (B01) (7th)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 7th   Floor,learned_cluster_1,2.0,1.6,0.4,0.4,high,medium,47.855,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
UML-0092,DURATION_COMPRESSION,238347,CON-B01-2ND-1030,"Pouring for Walls, Col. & Cores (B01) (2nd)",ROYA-BIG PROJECT PHASE01 (B1-4) > Construction > Part 02 > B01 > Superstructure > 2nd   Floor,learned_cluster_1,2.0,1.6,0.4,0.4,high,medium,47.224,ML candidate: compress remaining duration by a learned what-if ratio; implementation mechanism is selected from actual project resources/work methods during P6 review.,"Validate productivity, crew/equipment capacity, access, QA/QC, HSE, procurement and calendar feasibility before native P6 implementation.",Carpenter for concrete; the big cash; Big Quantity Concrete,,Project-local semantic cluster 1; no project-specific activity dictionary used.
